id,facilities_id,name,address,postcode,city,district,state,tel,fax,website,email,image,latitude,longitude,likes,rating,status
363,KD02050008,KLINIK DESA TELOK NIPAH,Jalan Nipah,8500,Kuala Kedah,Kuala Muda,Kedah,,,,,,5.65832,100.36118,0,0,NEW
364,KD02050012,KLINIK DESA TIKAM BATU,"Simpang Kuala, Tikam Batu",8500,Sungai Petani,Kuala Muda,Kedah,,,,,,5.584444,100.435556,0,0,NEW
365,KD02020025,KLINIK DESA BATU EMPAT,Jalan Serdang,6100,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.3215,100.4483,0,0,NEW
366,KD02020011,KLINIK DESA BATU LAPAN,Jalan Langgar,6010,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.42628,100.38708,0,0,NEW
367,KD02020016,KLINIK DESA BINJAL,"Klinik Desa Binjal, Kubang Pasu",6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.33524,100.44121,0,0,NEW
368,KD02020004,KLINIK DESA BUKIT TANGGA,"Klinik Desa Bukit Tangga, Kubang Pasu",6050,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.48897,100.47486,0,0,NEW
369,KD02020014,KLINIK DESA GELONG,Jalan Gelong,6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.29676,100.39954,0,0,NEW
370,KD02020009,KLINIK DESA GUAR NAPAI,Jalan Guar Napai,6010,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.38295,100.38371,0,0,NEW
371,KD02020002,KLINIK DESA JERLUN,Jalan Kangar- Alor Setar,6150,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.20861,100.27205,0,0,NEW
372,KD02020021,KLINIK DESA KAMPUNG DARAT,"Kampung Darat, Jalan Kampung Darat",6010,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.39743,100.45083,0,0,NEW
373,KD02020019,KLINIK DESA KAMPUNG NAGA,Jalan Kepala Batas,6200,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.22285,100.38847,0,0,NEW
374,KD02020024,KLINIK DESA KAMPUNG RAJA,"Kampung Raja, Jalan Tembila",6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.255934,100.360397,0,0,NEW
375,KD02020026,KLINIK DESA KG. TRADISI PAYA PAHLAWAN,"Kampung Tradisi Paya Pahlawan, Jalan Kelubi Dalam",6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.28573,100.446102,0,0,NEW
376,KD02020008,KLINIK DESA LANA BULU,Jalan Lana Bulu,6150,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.28655,100.25913,0,0,NEW
377,KD02020023,KLINIK DESA MALAU,Jalan Kelubi Dalam,6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.28858,100.44543,0,0,NEW
378,KD02020020,KLINIK DESA MEGAT DEWA,Jalan Kodiang ,6100,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.32681,100.33196,0,0,NEW
379,KD02020001,KLINIK DESA NAPOH,Utara- Selatan Hwy,6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.36177,100.42062,0,0,NEW
380,KD02020007,KLINIK DESA PADANG PERAHU,"Km29, Jalan Kodiang",6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.31443,100.36452,0,0,NEW
381,KD02020003,KLINIK DESA PADANG SERA,Jalan Kpg. Pochan,6100,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.35626,100.33933,0,0,NEW
382,KD02020015,KLINIK DESA PERMATANG KERIANG,"Klinik Desa Permatang Keriang, Kubang Pasu",6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.26406,100.31748,0,0,NEW
383,KD02020012,KLINIK DESA PERMATANG PAKU,Jalan Permatang Paku,6150,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.26124,100.26788,0,0,NEW
384,KD02020010,KLINIK DESA PIDA DUA,Jalan Sanglang,6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.28414,100.32747,0,0,NEW
385,KD02020022,KLINIK DESA SANGLANG,"Kampung Sanglang, Jalan Sepakat",6100,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.28119,100.27186,0,0,NEW
386,KD02020013,KLINIK DESA SUNGAI KOROK,Jalan Sungai Korok,6150,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.23663,100.3181,0,0,NEW
387,KD02020005,KLINIK DESA TELUK MALEK,Jalan Teluk Malek,6000,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.24472,100.39718,0,0,NEW
388,KD02020017,KLINIK DESA TEMALANG,Jalan Kodiang ,6100,Kubang Pasu,Kubang Pasu,Kedah,,,,,,6.3457,100.3674,0,0,NEW
389,KD02020006,KLINIK DESA TITI KERBAU,"Klinik Desa Titi Kerdau, Changloon",6050,Changloon,Kubang Pasu,Kedah,,,,,,6.44833,100.40236,0,0,NEW
390,KD02020018,KLINIK DESA TRADISI LEMBAH KERIANG,"Kampung Tradisi Lembah Keriang, Jalan Nyatoh",6010,Keriang,Kubang Pasu,Kedah,,,,,,6.44551,100.44155,0,0,NEW
391,KD02090019,KLINIK DESA AYER MERAH,Jalan Taman Kempas 3,9000,Kulim,Kulim,Kedah,,,,,,5.35397,100.53593,0,0,NEW
392,KD02090020,KLINIK DESA AYER PUTEH,Jalan Baru Ayer Puteh,9700,Karangan,Kulim,Kedah,,,,,,5.28574,100.5443,0,0,NEW
393,KD02090009,KLINIK DESA BADLISHAH,"Kampung Badlishah, Jalan Serdang",9600,Kulim,Kulim,Kedah,,,,,,5.25789,100.6044,0,0,NEW
394,KD02090003,KLINIK DESA BATU PUTEH,Jalan Pegaga 2,9700,Karangan,Kulim,Kedah,,,,,,5.45628,100.63448,0,0,NEW
395,KD02090010,KLINIK DESA BIKAN,"Kampung Bikan, Jalan Padang Ubi",9700,Kulim,Kulim,Kedah,,,,,,5.46897,100.69001,0,0,NEW
396,KD02090015,KLINIK DESA GUAR LOBAK,Jalan Sidam Kanan,9400,Padang Serai,Kulim,Kedah,,,,,,5.53412,100.54617,0,0,NEW
397,KD02090007,KLINIK DESA GUNUNG BONGSU,"Klinik Desa Gunung Bongsu, Mahang",9600,Mahang,Kulim,Kedah,,,,,,5.3682,100.69386,0,0,NEW
398,KD02090004,KLINIK DESA JUBAI,"Klinik Desa Jubai, Merbau Pulas",9410,Merbau Pulas,Kulim,Kedah,,,,,,5.52714,100.67445,0,0,NEW
399,KD02090001,KLINIK DESA JUNJUNG,"Klinik Desa Junjung, Kulim",9000,Kulim,Kulim,Kedah,,,,,,5.30258,100.53531,0,0,NEW
400,KD02090016,KLINIK DESA KELADI,Jalan Kampung Keladi,9000,Kulim,Kulim,Kedah,,,,,,5.38965,100.54861,0,0,NEW
401,KD02090006,KLINIK DESA KILANG LAMA,Jalan Kilang Lama,9000,Kulim,Kulim,Kedah,,,,,,5.3915,100.56318,0,0,NEW
402,KD02090005,KLINIK DESA LABU BESAR,Jalan Kampung Badang,9700,Karangan,Kulim,Kedah,,,,,,5.50248,100.67966,0,0,NEW
403,KD02090018,KLINIK DESA PADANG CINA,Kilang Lama,9600,Lunas,Kulim,Kedah,,,,,,5.44021,100.59241,0,0,NEW
404,KD02090017,KLINIK DESA PADANG MEHA,"Kampung Padang Meha, Jalan Baling",9410,Merbau Pulas,Kulim,Kedah,,,,,,5.49212,100.62773,0,0,NEW
405,KD02090008,KLINIK DESA PERMATANG DURIAN,Jalan Padang Serai,9400,Padang Serai,Kulim,Kedah,,,,,,5.48504,100.54407,0,0,NEW
406,KD02090013,KLINIK DESA SIDAM KANAN,Jalan Sidam Kanan,9400,Kulim,Kulim,Kedah,,,,,,5.52917,100.56769,0,0,NEW
407,KD02090024,KLINIK DESA SUNGAI KARANGAN,Jalan Lunas,9410,Merbau Pulas,Kulim,Kedah,,,,,,5.51488,100.61303,0,0,NEW
408,KD02090022,KLINIK DESA SUNGAI KOB,Sungai Kob,9700,Karangan,Kulim,Kedah,,,,,,5.42759,100.64453,0,0,NEW
409,KD02090002,KLINIK DESA SUNGAI LIMAU,"Kampung Sungai Limau, Mukim Pulai, ",9600,Kulim,Kulim,Kedah,,,,,,5.41553,100.54072,0,0,NEW
410,KD02090023,KLINIK DESA SUNGAI SEDIM,"Klinik Desa Sungai Sedim, Padang Serai",9400,Padang Serai,Kulim,Kedah,,,,,,5.79342,100.62131,0,0,NEW
411,KD02090014,KLINIK DESA SUNGAI SELUANG,Jalan Sepakat,9600,Lunas,Kulim,Kedah,,,,,,5.44761,100.55151,0,0,NEW
412,KD02090012,KLINIK DESA SUNGAI TENGAS ULU,Jalan Serdang,9800,Serdang,Kulim,Kedah,,,,,,5.285515,100.672584,0,0,NEW
413,KD02090011,KLINIK DESA SUNGAI ULAR,Jalan Serdang,9000,Kulim,Kulim,Kedah,,,,,,5.37454,100.58136,0,0,NEW
414,KD02090021,KLINIK DESA TERAP,Jalan Serdang,9600,Mahang,Kulim,Kedah,,,,,,5.28471,100.62579,0,0,NEW
415,KD02040010,KLINIK DESA BAYAS,"Kampung Bayas, Jalan Padang Matsirat",7000,Langkawi,Langkawi,Kedah,,,,,,6.33046,99.76824,0,0,NEW
416,KD02040002,KLINIK DESA EWA,"Kampung Ewa, Jalan Teluk Yu",7000,Langkawi,Langkawi,Kedah,,,,,,6.39987,99.74896,0,0,NEW
417,KD02040005,KLINIK DESA FELCRA KOK,"Kampung Kok, Jalan Teluk Yu",6700,Langkawi,Langkawi,Kedah,,,,,,6.38846,99.70297,0,0,NEW
418,KD02040001,KLINIK DESA KEDAWANG,Jalan Kedawang,7000,Langkawi,Langkawi,Kedah,,,,,,6.31982,99.73664,0,0,NEW
419,KD02040004,KLINIK DESA KELIBANG,Jalan Padamg Matsirat,7000,Langkawi,Langkawi,Kedah,,,,,,6.32783,99.83777,0,0,NEW
420,KD02040007,KLINIK DESA KUALA TERIANG,Jalan Padang Matsirat,6700,Langkawi,Langkawi,Kedah,,,,,,6.3619,99.71261,0,0,NEW
421,KD02040008,KLINIK DESA NYIOR CHABANG ,Jalan Nyior Chabang,7100,Langkawi,Langkawi,Kedah,,,,,,6.36257,99.74696,0,0,NEW
422,KD02040003,KLINIK DESA PULAU TUBA, Pulau Tuba,7000,Langkawi,Langkawi,Kedah,,,,,,6.23364,99.85496,0,0,NEW
423,KD02040011,KLINIK DESA SELAT LUBUK CEMPEDAK,"Pulau Tuba, Mukim Kuah                                                                                                                                                                                                                                         ",7000,Langkawi,Langkawi,Kedah,,,,,,6.248778,99.830476,0,0,NEW
424,KD02040009,KLINIK DESA TEMONYONG,Jalan Bohor Tempoyak,7100,Langkawi,Langkawi,Kedah,,,,,,6.29809,99.73867,0,0,NEW
425,KD02040006,KLINIK DESA ULU MELAKA,Jalan Ulu Melaka,9100,Langkawi,Langkawi,Kedah,,,,,,6.35168,99.77364,0,0,NEW
426,KD02030016,KLINIK DESA BELUKAR LUAS,Wakil Pos Naka,6350,Kuala Nerang,Padang Terap,Kedah,,,,,,6.18631,100.69543,0,0,NEW
427,KD02030002,KLINIK DESA BUKIT TEMBAGA (FELDA),Jalan Seroja,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.21171,100.5346,0,0,NEW
428,KD02030015,KLINIK DESA KAMPUNG PERIK,Jalan Naka,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.31828,100.533,0,0,NEW
429,KD02030004,KLINIK DESA KURA BARU,Jalan Batu Belah Batu Bertangkup,8200,Jenai,Padang Terap,Kedah,,,,,,5.94556,100.6668,0,0,NEW
430,KD02030001,KLINIK DESA NAI TEH ,Jalan Kuala Nerang,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.24633,100.54402,0,0,NEW
431,KD02030010,KLINIK DESA NAKO NAMBUA,Jalan Nako Nambua,6300,Pdang Terap,Padang Terap,Kedah,,,,,,6.2206,100.61561,0,0,NEW
432,KD02030009,KLINIK DESA NAMI,Wakil Pos Naka,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.05283,100.76122,0,0,NEW
433,KD02030008,KLINIK DESA PADANG BALAI,"Klinik Desa Padang Balai, Kuala Nerang",6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.28235,100.55624,0,0,NEW
434,KD02030007,KLINIK DESA PADANG CHENDERAI,Padang Chenderai,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.32027,100.66885,0,0,NEW
435,KD02030006,KLINIK DESA PADANG NYIOR,Jalan Padang Sanai,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.30217,100.65895,0,0,NEW
436,KD02030014,KLINIK DESA PADANG SANAI,Batu 30 Kampung Padang Sanai,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.34214,100.6833,0,0,NEW
437,KD02030005,KLINIK DESA PEDU,Kampung Musa Kuala Nerang,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.23424,100.68459,0,0,NEW
438,KD02030011,KLINIK DESA PENGKALAN TOK PUTIH,Jalan Pengkalan,6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.31763,100.58915,0,0,NEW
439,KD02030003,KLINIK DESA POKOK MACHANG,"Klinik Desa Pokok Machang, Kuala Nerang",6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.22167,100.57749,0,0,NEW
440,KD02030012,KLINIK DESA TANDOP BESAR,Jalan Kampung Rambutan,6350,Kuala Nerang,Padang Terap,Kedah,,,,,,6.19198,100.64326,0,0,NEW
441,KD02030013,KLINIK DESA TONG PLU,"Klinik Desa Tong Plu, Kuala Nerang",6300,Kuala Nerang,Padang Terap,Kedah,,,,,,6.22712,100.72109,0,0,NEW
442,KD02110007,KLINIK DESA BUKIT JAMBUL,Jalan Bukit Jambul,6720,Pendang,Pendang,Kedah,,,,,,5.961169,100.463442,0,0,NEW
443,KD02110016,KLINIK DESA BUKIT JENUN,Jalan Bukit Jambul,6720,Pendang,Pendang,Kedah,,,,,,5.905896,100.47637,0,0,NEW
444,KD02110015,KLINIK DESA BUKIT PAYA,Jalan Pendang- Bukit Raya,6700,Alor Setar,Pendang,Kedah,,,,,,6.008377,100.452768,0,0,NEW
445,KD02110013,KLINIK DESA CHARUK KUDONG,Jalan Charuk Kudong,6700,Pendang,Pendang,Kedah,,,,,,6.00356,100.51819,0,0,NEW
446,KD02110003,KLINIK DESA GAJAH MATI,Jalan Sungai Tiang,6700,Pendang,Pendang,Kedah,,,,,,5.979626,100.502959,0,0,NEW
447,KD02110006,KLINIK DESA KAMPUNG BARU,Kampong Baru,6750,Pendang,Pendang,Kedah,,,,,,5.964167,100.5775,0,0,NEW
448,KD02110012,KLINIK DESA KAMPUNG KEDAH,Jalan Taiping,6700,Pendang,Pendang,Kedah,,,,,,5.872267,100.481156,0,0,NEW
449,KD02110004,KLINIK DESA KAMPUNG RAMBAI,"Kampung Rambai, Jalan Pendang- Bukit Raya",6660,Pendang,Pendang,Kedah,,,,,,6.02988,100.45454,0,0,NEW
450,KD02110014,KLINIK DESA KOBAH,Lebuhraya Utara- Selatan,6700,Pendang,Pendang,Kedah,,,,,,5.973283,100.446847,0,0,NEW
451,KD02110002,KLINIK DESA PADANG DURIAN,Padang Durian,6750,Pendang,Pendang,Kedah,,,,,,6.033499,100.611979,0,0,NEW
452,KD02110017,KLINIK DESA PADANG PUSING,Padang Pusing,6750,Pendang,Pendang,Kedah,,,,,,5.964923,100.525892,0,0,NEW
453,KD02110005,KLINIK DESA PAYA MAK INSUN,Rtp Bukit Mak Insun,6700,Pendang,Pendang,Kedah,,,,,,5.89198,100.54164,0,0,NEW
454,KD02110011,KLINIK DESA PAYA RAWA,Kampung Paya Rawa,6700,Pendang,Pendang,Kedah,,,,,,6.034229,100.540031,0,0,NEW
455,KD02110010,KLINIK DESA POKOK ASAM,Jalan Pinang Tunggal,6720,Pendang,Pendang,Kedah,,,,,,5.583477,100.476994,0,0,NEW
456,KD02110008,KLINIK DESA TANAH MERAH,Tanah Merah,6700,Pendang,Pendang,Kedah,,,,,,6.03031,100.48297,0,0,NEW
457,KD02110009,KLINIK DESA TOBIAR,Tanah Merah,6700,Pendang,Pendang,Kedah,,,,,,6.0176,100.481025,0,0,NEW
458,KD02110001,KLINIK DESA TOKAI,Jalan Kampung Kangkong,6660,Pendang,Pendang,Kedah,,,,,,6.004889,100.425244,0,0,NEW
459,KD02070018,KLINIK DESA BELANTIK,Kampong Belantik,8100,Sik,Sik,Kedah,,,,,,6.051832,100.825547,0,0,NEW
460,KD02070014,KLINIK DESA BENDANG MAN,Jalan Kampung Bendang Man,8200,Sik,Sik,Kedah,,,,,,5.85681,100.81822,0,0,NEW
461,KD02070008,KLINIK DESA BERIS JAYA,Bandar Baru Beris Jaya,8200,Sungai Batang,Sik,Kedah,,,,,,5.801879,100.672562,0,0,NEW
462,KD02070013,KLINIK DESA CHAROK PELANDUK,Jalan Baru Charok,8200,Sik,Sik,Kedah,,,,,,5.79254,100.69859,0,0,NEW
463,KD02070010,KLINIK DESA CHEMARA,Jalan Chemara,8320,Sik,Sik,Kedah,,,,,,5.79007,100.63467,0,0,NEW
464,KD02070019,KLINIK DESA CHEPIR,Jalan Pegawai,8200,Sik,Sik,Kedah,,,,,,5.8416,100.78451,0,0,NEW
465,KD02070004,KLINIK DESA HUJUNG BANDAR,Kampung Hujung Bandar,8200,Sik,Sik,Kedah,,,,,,5.77636,100.74959,0,0,NEW
466,KD02070011,KLINIK DESA JENERI,Jeneri,8200,Sik,Sik,Kedah,,,,,,5.89558,100.64907,0,0,NEW
467,KD02070006,KLINIK DESA KAMPUNG BETONG,"Kampung Betong, Jalan Jeneri",8200,Sik,Sik,Kedah,,,,,,5.938869,100.685277,0,0,NEW
468,KD02070007,KLINIK DESA KAMPUNG CHONG,Kampung Chong,8200,Sik,Sik,Kedah,,,,,,5.88731,100.75434,0,0,NEW
469,KD02070016,KLINIK DESA KAMPUNG MELAKA,Kampung Melaka,8100,Sik,Sik,Kedah,,,,,,6.00708,100.83597,0,0,NEW
470,KD02070002,KLINIK DESA KOTA AUR,Kota Aur,8210,Sik,Sik,Kedah,,,,,,6.10076,100.84031,0,0,NEW
471,KD02070003,KLINIK DESA KOTA BUKIT,Jeneri,8200,Jeneri,Sik,Kedah,,,,,,5.87854,100.63002,0,0,NEW
472,KD02070012,KLINIK DESA KUBANG KESUM,Jalan Kesum,8200,Sik,Sik,Kedah,,,,,,6.00559,100.74793,0,0,NEW
473,KD02070001,KLINIK DESA LUBUK TUALANG,Kampung Lubuk Tualang,8200,Sik,Sik,Kedah,,,,,,5.82048,100.79485,0,0,NEW
474,KD02070017,KLINIK DESA SUNGAI SENAM,Jalan Sungai Senam,8200,Sik,Sik,Kedah,,,,,,5.91546,100.72558,0,0,NEW
475,KD02070015,KLINIK DESA TANAH HITAM,"Klinik Desa Tanah Hitam, Sik",8200,Sik,Sik,Kedah,,,,,,5.8553,100.76443,0,0,NEW
476,KD02070009,KLINIK DESA TELOI TIMUR (FELDA),Felda Teloi Timur,9200,Sik,Sik,Kedah,,,,,,5.71553,100.67976,0,0,NEW
477,KD02070005,KLINIK DESA TUPAI,"Klinik Desa Tupai, Sik",8200,Sik,Sik,Kedah,,,,,,5.75542,100.71613,0,0,NEW
478,KD02060004,KLINIK DESA BATU 17,Jalan Batu 17,8800,Yan,Yan,Kedah,,,,,,5.89031,100.44173,0,0,NEW
479,KD02060006,KLINIK DESA BUKIT BESAR,Jalan Kampung Gelam,8800,Yan,Yan,Kedah,,,,,,5.95359,100.40865,0,0,NEW
480,KD02060002,KLINIK DESA DULANG KECIL,Jalan Ulu Dulang Kecil,6900,Yan,Yan,Kedah,,,,,,5.85365,100.38364,0,0,NEW
481,KD02060005,KLINIK DESA KAMPUNG PAUH,Kampung Pauh,6900,Yan,Yan,Kedah,,,,,,5.80539,100.39073,0,0,NEW
482,KD02060007,KLINIK DESA KAMPUNG PISANG,Jalan Kampung Gelam,8800,Yan,Yan,Kedah,,,,,,5.92894,100.3687,0,0,NEW
483,KD02060003,KLINIK DESA KAMPUNG SETAR,Kampung Setar,6900,Yan,Yan,Kedah,,,,,,5.82058,100.41285,0,0,NEW
484,KD02060009,KLINIK DESA PERMATANG BULOH,Jalan Kampung Gelam,6800,Yan,Yan,Kedah,,,,,,5.9567,100.36092,0,0,NEW
485,KD02060012,KLINIK DESA SIMPANG EMPAT SEDAKA,Simpang Empat Sedaka,6900,Yan,Yan,Kedah,,,,,,5.87212,100.38171,0,0,NEW
486,KD02060013,KLINIK DESA SIMPANG TIGA,Jalan Sungai Limau Dalam,8800,Sungai Limau,Yan,Kedah,,,,,,5.91712,100.42613,0,0,NEW
487,KD02060008,KLINIK DESA SINGKIR ,Kampung Singkir Darat,6900,Yan,Yan,Kedah,,,,,,5.73242,100.37974,0,0,NEW
488,KD02060014,KLINIK DESA SUNGAI DAUN TENGAH,Jalan Simpang 3- Sungai Daun,6800,Yan,Yan,Kedah,,,,,,5.92203,100.39254,0,0,NEW
489,KD02060010,KLINIK DESA SUNGAI YAN ,Yan Kecil,6900,Yan,Yan,Kedah,,,,,,5.82402,100.38493,0,0,NEW
490,KD02060011,KLINIK DESA TEROI,Jalan Pegawai,8800,Yan,Yan,Kedah,,,,,,5.847882,100.432348,0,0,NEW
491,KD02060001,KLINIK DESA ULU SEDAKA,Ulu Sedaka,8800,Yan,Yan,Kedah,,,,,,5.87495,100.42198,0,0,NEW
492,KD03010015,KLINIK DESA ALOR BAKAT,Jalan Tok Bali,16400,Bachok,Bachok,Kelantan,,,,,,5.95832,102.31786,0,0,NEW
493,KD03010021,KLINIK DESA BEKALAM,Beris Kubur Besar,16050,Bachok,Bachok,Kelantan,,,,,,6.04402,102.36155,0,0,NEW
494,KD03010013,KLINIK DESA BELUKAR BACHOK,Beris Kubur Besar,16050,Bachok,Bachok,Kelantan,,,,,,5.95744,102.34495,0,0,NEW
495,KD03010001,KLINIK DESA BEOH,Kampung Beoh Gunung,16390,Bachok,Bachok,Kelantan,,,,,,5.916524,102.400603,0,0,NEW
496,KD03010009,KLINIK DESA BERIS LALANG,"Kampung Beris Lalang, Bachok",16300,Bachok,Bachok,Kelantan,,,,,,5.94222,102.41694,0,0,NEW
497,KD03020001,KLINIK DESA CHERANG LAUT,"Kampung Kedondong, Jalan Kampung Padang Kedondong",15000,Bachok,Bachok,Kelantan,,,,,,6.15611,102.34917,0,0,NEW
498,KD03010002,KLINIK DESA JELAWAT,Jalan Peringat Gunung,16370,Bachok,Bachok,Kelantan,,,,,,6.009178,102.373331,0,0,NEW
499,KD03010012,KLINIK DESA KANDIS,"Kampung Kandis, Jalan Tok Bali",16300,Bachok,Bachok,Kelantan,,,,,,5.94972,102.44472,0,0,NEW
500,KD03010014,KLINIK DESA KEPALA BATAS,Jalan Bertam,16390,Bachok,Bachok,Kelantan,,,,,,5.947187,102.353504,0,0,NEW
501,KD03010011,KLINIK DESA KOLAM,Kampung Kolam Mahligai,16400,Bachok,Bachok,Kelantan,,,,,,5.93736,102.32748,0,0,NEW
502,KD03010010,KLINIK DESA KUAU,Kampung Beris Kubur Besar,16050,Bachok,Bachok,Kelantan,,,,,,6.0366,102.38648,0,0,NEW
503,KD03010020,KLINIK DESA KUCHELONG,"Kampung Kuchelong, Jalan Sultan Omar",19390,Bachok,Bachok,Kelantan,,,,,,6.02154,102.33936,0,0,NEW
504,KD03010006,KLINIK DESA MELAWI,"Klinik Desa Melawi, Balai",16300,Bachok,Bachok,Kelantan,,,,,,6.0325,102.40047,0,0,NEW
505,KD03010003,KLINIK DESA PAK BADOL,Kampung Pak Badol,16400,Bachok,Bachok,Kelantan,,,,,,5.94077,102.30552,0,0,NEW
506,KD03010022,KLINIK DESA PANTAI BARU,Jalan Pantai Baru,16400,Bachok,Bachok,Kelantan,,,,,,6.02658,102.41073,0,0,NEW
507,KD03010016,KLINIK DESA PAUH LIMA,"Kampung Pauh Lima, Jalan Kuala Kerai",16390,Bachok,Bachok,Kelantan,,,,,,6.00901,102.334111,0,0,NEW
508,KD03010018,KLINIK DESA PAUH SEMBILAN,Beris Kubu Besar,16050,Bachok,Bachok,Kelantan,,,,,,6.092933,102.360118,0,0,NEW
509,KD03010017,KLINIK DESA PERUPOK,"Klinik Desa Perupok, Balai",16300,Bachok,Bachok,Kelantan,,,,,,6.093399,102.386383,0,0,NEW
510,KD03010019,KLINIK DESA PINTU GERBANG,"Kampung Pintu Gerbang, Beris Panchor",16050,Bachok,Bachok,Kelantan,,,,,,6.073251,102.359782,0,0,NEW
511,KD03010007,KLINIK DESA REKANG,"Klinik Desa Rekang, Bachok",16300,Bachok,Bachok,Kelantan,,,,,,6.005,102.42639,0,0,NEW
512,KD03010004,KLINIK DESA TAWANG,Jalan Raja Sakti,16050,Bachok,Bachok,Kelantan,,,,,,6.120799,102.356818,0,0,NEW
513,KD03010005,KLINIK DESA TELAGA ARA,Jalan Berangan,16390,Bachok,Bachok,Kelantan,,,,,,5.971493,102.3687,0,0,NEW
514,KD03010008,KLINIK DESA WAKAF AIK,"Kampung Wakaf Aik, Beris Panchor",16050,Bachok,Bachok,Kelantan,,,,,,6.13996,102.337508,0,0,NEW
515,KD03080004,KLINIK DESA (SEDC) SUNGAI TERAH,Jalan Sungai Terah,18300,Gua Musang,Gua Musang,Kelantan,,,,,,4.95433,101.9631,0,0,NEW
516,KD03080008,KLINIK DESA CHALIL (KESEDAR),Jalan Kesedar Inn,18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.09694,102.28444,0,0,NEW
517,KD03080014,KLINIK DESA CHIKU 1,Felda Chiku 1,18300,Gua Musang,Gua Musang,Kelantan,,,,,,4.915717,102.173152,0,0,NEW
518,KD03080010,KLINIK DESA CHIKU 2,Gua Musang Highway,18300,Gua Musang,Gua Musang,Kelantan,,,,,,4.928806,102.18225,0,0,NEW
519,KD03080012,KLINIK DESA CHIKU 7,Felda Chiku 7,18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.02849,102.14769,0,0,NEW
520,KD03080002,KLINIK DESA KAMPUNG JEREK,"Kampung Jerek, Wakil Pos Bertam",18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.16718,102.00541,0,0,NEW
521,KD03080009,KLINIK DESA KAMPUNG PULAI,Kampung Pulai,18300,Gua Musang,Gua Musang,Kelantan,,,,,,4.79056,101.945,0,0,NEW
522,KD03080016,KLINIK DESA KAMPUNG RENOK BARU,"Kampung Renok Baru, Desa Sri Intan, Renok Baru, Km 14 Lebuhraya Gua Musang",18300,Gua Musang,Gua Musang,Kelantan,,,,,,4.93899,102.04133,0,0,NEW
523,KD03080006,KLINIK DESA KAMPUNG STAR,Kampung Star,18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.08666,101.97278,0,0,NEW
524,KD03080015,KLINIK DESA KUALA BETIS,Po Box No.5,18300,Gua Musang,Gua Musang,Kelantan,,,,,,4.90125,101.78606,0,0,NEW
525,KD03080001,KLINIK DESA LEBIR,Klinik Desa Lebir,18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.162629,102.338022,0,0,NEW
526,KD03080013,KLINIK DESA LIMAU KASTURI,Wakil Pos Limau Kasturi,18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.07603,102.06702,0,0,NEW
527,KD03080007,KLINIK DESA PALOH 1 (KESEDAR),"Paloh 1 (Kesedar), Pejabat Kesedar Paloh",18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.00944,102.23139,0,0,NEW
528,KD03080011,KLINIK DESA PALOH 3 (KESEDAR),Paloh 3 (Kesedar),18300,Gua Musang,Gua Musang,Kelantan,,,,,,5.00639,102.27056,0,0,NEW
529,KD03080003,KLINIK DESA PANGGONG LALAT,Jalan Kuala Betis,18300,Gua Musang,Gua Musang,Kelantan,,,,,,4.88638,101.85564,0,0,NEW
